id	file	section	line	kind	disposition	target	duplicate_of	near_duplicate_of	sentence	phase3
R0155	.agents/workflows/pre-development.md	00 — Client Request	381	method	role:*	role:*			Scope confirmation belongs in Brief.	kept:role:*
R0156	.agents/workflows/pre-development.md	00 — Client Request	381	workflow	split	gate + role:account-manager + role:business-analyst + duplicate			Practical materials need not exist before their stage.	split:gate + role:account-manager + role:business-analyst + duplicate
R0157	.agents/workflows/pre-development.md	00 — Client Request	381	evidence	role:*	role:*			Research intake may record questions without findings.	kept:role:*
R0158	.agents/workflows/pre-development.md	00 — Client Request	381	evidence	role:*	role:*			There is no business-wide Research artifact.	kept:role:*
R0159	.agents/workflows/pre-development.md	00 — Client Request	388	gate-candidate	gate	gate			Before Strategy, Business Analyst creates or reconciles the v2 catalog and initial Product/model sources.	executable:pipeline definition
R0160	.agents/workflows/pre-development.md	00 — Client Request	388	evidence	role:*	role:*			Apply `.agents/contracts/product-models.md` for source ownership, model boundaries, funding and cost allocation.	kept:role:*
R0161	.agents/workflows/pre-development.md	00 — Client Request	388	gate-candidate	gate	gate			No business model is inferred solely from the catalog's product count.	executable:pipeline definition
R0162	.agents/workflows/pre-development.md	00 — Client Request	388	workflow	split	gate + role:account-manager + role:business-analyst + duplicate			The existing `00-business` stage ID remains compatible but it has no Business output.	split:gate + role:account-manager + role:business-analyst + duplicate
R0163	.agents/workflows/pre-development.md	00 — Client Request	388	migration	split	gate + role:account-manager + role:business-analyst + duplicate			A cursor naming `business` resumes as `product-models` after content-aware migration; never mark intake complete because the old document was deleted.	split:gate + role:account-manager + role:business-analyst + duplicate
R0164	.agents/workflows/pre-development.md	00 — Client Request	396	workflow	split	gate + role:account-manager + role:business-analyst + duplicate			When complete, persist `10-strategy`, `in_progress`, and `[product-research]`.	split:gate + role:account-manager + role:business-analyst + duplicate
R0165	.agents/workflows/pre-development.md	10 — Strategy	400	gate-candidate	gate	gate			`product-research` is a cursor task: resolve exact product paths from confirmed Brief IDs or existing catalog entries; it is not a global document.	executable:pipeline definition
R0166	.agents/workflows/pre-development.md	10 — Strategy	405	evidence	role:*	role:*			**Owners**: Market Researcher for each product, then Strategist.	kept:role:*
R0167	.agents/workflows/pre-development.md	10 — Strategy	407	method	role:*	role:*			**Required inputs**: completed client fact intake, confirmed Brief products, product Sales intake, and only relevant project knowledge and professional references.	kept:role:*
R0168	.agents/workflows/pre-development.md	10 — Strategy	411	evidence	role:*	role:*			**Capabilities**: artifact read/write, decision-led external research, and optional document export only when requested.	kept:role:*
R0169	.agents/workflows/pre-development.md	10 — Strategy	414	evidence	role:*	role:*			Before strategic selection, research each product whose audience, alternatives, pricing, channel, demand, or viability evidence can change the current choice.	kept:role:*
R0170	.agents/workflows/pre-development.md	10 — Strategy	414	inheritance	role:*	role:*			Each active product needs a bounded `products/<layer>/<product-id>/research.md`; include a future product only when comparing it is material to the current choice.	kept:role:*
R0171	.agents/workflows/pre-development.md	10 — Strategy	414	evidence	role:*	role:*			Do not perform blanket research on all possible products.	kept:role:*
R0172	.agents/workflows/pre-development.md	10 — Strategy	414	evidence	role:*	role:*			A material unsupported claim remains an explicit gap or experiment question, never an invented answer.	kept:role:*
R0173	.agents/workflows/pre-development.md	10 — Strategy	422	evidence	role:*	role:*			Cross-product comparison belongs to Strategy and cites the relevant product findings; there is no shared market-research summary.	kept:role:*
R0174	.agents/workflows/pre-development.md	10 — Strategy	422	evidence	role:*	role:*			A source may inform multiple products only when its applicability is stated separately.	kept:role:*
R0175	.agents/workflows/pre-development.md	10 — Strategy	422	evidence	role:*	role:*			Do not copy product market findings into product models or a shared register.	kept:role:*
R0176	.agents/workflows/pre-development.md	10 — Strategy	422	evidence	role:*	role:*			A contradiction with a client statement becomes a question linked from product Research; only attributable client clarification or corrected supplied material updates the factual intake.	kept:role:*
R0177	.agents/workflows/pre-development.md	10 — Strategy	430	prohibition	role:*	role:*			Existing model/Product/Sales intake cross-checks client facts and resources; unfinished product decisions do not become strategic premises.	kept:role:*
R0178	.agents/workflows/pre-development.md	10 — Strategy	430	inheritance	role:*	role:*			Keep evidence provenance in Strategy metadata, without visible citations to downstream product documents.	kept:role:*
R0179	.agents/workflows/pre-development.md	10 — Strategy	430	method	role:*	role:*			Define the marketing role of each relevant confirmed Brief product and connect goals, positioning, coordinated channels, activation, conversion, continued use, recommendations and cross-product adoption.	kept:role:*
R0180	.agents/workflows/pre-development.md	10 — Strategy	430	method	role:*	role:*			Supporting activities remain strategic context unless explicitly defined as separate offers.	kept:role:*
R0181	.agents/workflows/pre-development.md	10 — Strategy	430	method	role:*	role:*			Detailed offers, campaign calendars, budgets and tests belong to product work; a first experiment is not the organizing principle of Strategy.	kept:role:*
R0182	.agents/workflows/pre-development.md	10 — Strategy	442	method	role:*	role:*			Strategy is the concrete target-state description of the whole project after it meets the approved Brief as fully as the known constraints allow.	kept:role:*
R0183	.agents/workflows/pre-development.md	10 — Strategy	442	method	role:*	role:*			Keep intended and forecast outcomes distinct from observed results, but present the selected end state itself rather than narrating the route from today's situation to it.	kept:role:*
